boardId,collection,docId,docNumber,lineIdx,urlPath,title,vendor,libraryProductId,houzzId,hostClass,ivyUrl,bucket,confidence,matchMethod,proposedUrl,proposedHouzzId,skipReason,note
,products,06RjE07AXQkGUesrsUrY,,,imageUrl,"38"" SInk & SPlash",Soapstone Sinks,06RjE07AXQkGUesrsUrY,52253699,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/28354337/ybaxg_JF_10_3_14_3015.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=vJbPG%2FUwI7MLde8cv2hclq4tcKo%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F52253699%2F1.jpeg?alt=media&token=e86f5774-6b0a-4187-8856-0c087ace797f,52253699,,Library link ok but library imageUrl still Ivy — use manifest
,products,06T3ohucpZKk2DwKPpmm,,,imageUrl,Rock Crystal Blown Glass LED Pendant,Hammerton,06T3ohucpZKk2DwKPpmm,33492749,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/19092206/16nfq_Rock_Crystal_Blown_Glass_LED_Pendant.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895387&Signature=OmLcGsSrenG3Xsji3v3mNqPDlfQ%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33492749%2F1.jpeg?alt=media&token=05ab39f6-2aab-4dda-895f-f4f19445305d,33492749,,Library link ok but library imageUrl still Ivy — use manifest
,products,08DYB8qgmMdzdZViJ5mP,,,imageUrl,ICE HOUSE STRIPE - Navy,Folia - Ralph Lauren,08DYB8qgmMdzdZViJ5mP,33498592,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/13583846/e7rly_LFY65567F_RL.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895392&Signature=78x8mZ%2Fz7uAQqN7sBLsLN%2BinHCM%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33498592%2F1.jpeg?alt=media&token=b331c799-cdd3-4364-b180-a2954ecaa6e7,33498592,,Library link ok but library imageUrl still Ivy — use manifest
,products,08XkKnjz9vHBPJYop49F,,,imageUrl,Malay-Batik-Navy-Multi-on-Tinted,Quadrille,08XkKnjz9vHBPJYop49F,52811513,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/29045402/bl30o_medium.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=bUVepLt5f8CRwXaqN%2BcnOW8%2FQck%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F52811513%2F1.jpeg?alt=media&token=dde7309c-b6be-41fb-b551-024124665ca8,52811513,,Library link ok but library imageUrl still Ivy — use manifest
,products,09MxXKfENueEASisMuVJ,,,imageUrl,MOANA STRIPE WOVEN JUTE RUG,Dash and Albert,09MxXKfENueEASisMuVJ,33498397,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/14684152/Jute.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895392&Signature=09r%2BGk346qY%2FCcQRqeKj%2FHcsH2M%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33498397%2F1.jpeg?alt=media&token=035b5f78-925f-4001-b46d-71569925d6d5,33498397,,Library link ok but library imageUrl still Ivy — use manifest
,products,0A0504gd9HYw2YL9yNXF,,,imageUrl,Reach Toilet,Kohler,0A0504gd9HYw2YL9yNXF,56385479,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/33041593/8pd0q_78080_0_ISO_d2c0037455_rgb_%26GBHPdpUpSellDesktop.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895395&Signature=fHg4Lu6FyzyW8SyDo6lmWHX04UU%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F56385479%2F1.jpeg?alt=media&token=e3ada4a5-fc4f-4cd9-820d-86de5dcb6c09,56385479,,Library link ok but library imageUrl still Ivy — use manifest
,products,0A1BkqXvB0SCFpEI1kCs,,,imageUrl,CHALET WOODEN POLE-4FT,KRAVET,0A1BkqXvB0SCFpEI1kCs,33491294,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/21389288/hvel6_HDW20481_11.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895385&Signature=Q75yK%2FEq%2BGkFkz9V%2B9ea6fWMCKQ%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491294%2F1.jpeg?alt=media&token=4b9bed23-d462-49a5-86c9-af8e49b1259c,33491294,,Library link ok but library imageUrl still Ivy — use manifest
,products,0AhTLq02P7SkrXxlH2nM,,,imageUrl,Blue Gray Enamel Vintage Industrial Brass Clear Glass Sconces Wall Lights,1st Dibs,0AhTLq02P7SkrXxlH2nM,53068029,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/29351345/y7efz_2757_barn_light_Kondoros_M_blue_03a_master.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=vbKQWcaKKGjiPmlrFzOpZGAl2cg%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F53068029%2F1.jpeg?alt=media&token=63bf38aa-b664-4386-9aae-a821f585d9d7,53068029,,Library link ok but library imageUrl still Ivy — use manifest
,products,0CxH55Ih2xM9bmWOju4b,,,imageUrl,Puro Whitewash 4 pc setting,Juliska,0CxH55Ih2xM9bmWOju4b,33493451,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/3352665/4g5h3_ks40_10.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895388&Signature=oWPKVDNQ7HmcYrV%2FKsj9jm%2FnNQA%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33493451%2F1.jpeg?alt=media&token=9c15ef46-c43b-4c05-a503-8e7ab0cd8532,33493451,,Library link ok but library imageUrl still Ivy — use manifest
,products,0EQxBt1nY56YyegBBw64,,,imageUrl,Tweed,Phillip Jeffries,0EQxBt1nY56YyegBBw64,33491961,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/20892234/4f33k_1280_AhIeYl2LHTi21sMt.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895386&Signature=O50iRqu5DyRwrwr2fdAiWG0HB7Q%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491961%2F1.jpeg?alt=media&token=3531b401-b388-4a89-a3f7-5b4731157cd8,33491961,,Library link ok but library imageUrl still Ivy — use manifest
,products,0ElWzijoZ8NFxeosexZM,,,imageUrl,COVE WOVEN DUVET COVER,Eastern Accents,0ElWzijoZ8NFxeosexZM,33490315,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/26262284/vos80_tf_dvq_49_1z.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895384&Signature=CRoU55L0L3Z7NCSWLTZ2OPscfXo%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33490315%2F1.jpeg?alt=media&token=3553e71d-ff79-4dbc-af15-478c251ddb4d,33490315,,Library link ok but library imageUrl still Ivy — use manifest
,products,0EvMqH6QuQeEaCr9tZKZ,,,imageUrl,18x18* Insert,Nom De Plume,0EvMqH6QuQeEaCr9tZKZ,33497179,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/418153/Pillow_Insert_16_x_20.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=FxDkADX0vKqUI8laOQNwmfATL3k%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497179%2F1.jpg?alt=media&token=a3f3d915-395d-40e0-8822-4f40437d95f9,33497179,,Library link ok but library imageUrl still Ivy — use manifest
,products,0FibZS2AqBmXRaQLVzDF,,,imageUrl,Eton 4x6 Frame,Pigeon and Poodle,0FibZS2AqBmXRaQLVzDF,33497934,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/15275553/1prhb_02eton_mu_4x6_m0_1.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=M%2By%2Bpb%2FhQAv%2B4Qv5NC1XsrXC18s%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497934%2F1.jpeg?alt=media&token=182408f1-ea3d-43af-9a69-7c4b8a6a53eb,33497934,,Library link ok but library imageUrl still Ivy — use manifest
,products,0HJNtLefKCWbJg0fwze3,,,imageUrl,King - Madera Pillowcase - White,Bella Notte,0HJNtLefKCWbJg0fwze3,33497130,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/257111/preview_168091_1353748.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=uvHy1T3wARCw56lgZGo8L619BN4%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497130%2F1.jpg?alt=media&token=7aaa3b81-374c-4fd7-8d16-ac73bb926db3,33497130,,Library link ok but library imageUrl still Ivy — use manifest
,products,0HdWcJPBns97gLz1rTx7,,,imageUrl,DESOUK,Jaipur Rugs,0HdWcJPBns97gLz1rTx7,33491533,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/20778128/3asaf_DSK01_HS.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895386&Signature=QiGkPVMuDKSxQdj4183AsjDWXuk%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491533%2F1.jpeg?alt=media&token=4ab37ca5-86bc-4467-9651-aa963da04dc7,33491533,,Library link ok but library imageUrl still Ivy — use manifest
,products,0JLzw1XXrkPn1APwQc9f,,,imageUrl,King Organic Hand Stitched Light Indigo Quilt,John Robshaw,0JLzw1XXrkPn1APwQc9f,33497133,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/15822721/hhktm_010920_Robshaw_Web6186.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=O4Jc845HkqWCYQWMeIxjO%2FM9bJ4%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497133%2F1.jpeg?alt=media&token=6401023c-32b0-44a5-878a-08cf6f8ca51f,33497133,,Library link ok but library imageUrl still Ivy — use manifest
,products,0Ja8reLJrD1wE0yuggaj,,,imageUrl,Camden 1 Drawer Nightstand - Mindi,Bramble,0Ja8reLJrD1wE0yuggaj,33492078,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/20417579/hif33_76574bba_rnat_.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895386&Signature=AOW6V49%2BjFURnNGSIcUmk8RFQMs%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33492078%2F1.jpeg?alt=media&token=023ed895-3d84-44ef-8855-a367907883c5,33492078,,Library link ok but library imageUrl still Ivy — use manifest
,products,0Jn4h0UQZWTsASqbijid,,,imageUrl,ROCHELLE ARM CHAIR,Alfonso Marina,0Jn4h0UQZWTsASqbijid,33495964,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/236751/rochelle-arm-chair.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895390&Signature=W6Ta8L1dCOXsQbsIJ2LGLna0kWA%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33495964%2F1.jpg?alt=media&token=d47061b9-5cbe-4d87-a609-0e0c0956e97b,33495964,,Library link ok but library imageUrl still Ivy — use manifest
,products,0KFfNxzjSNi7cL92lIbv,,,imageUrl,Lauren Collection Runner,Safavieh,0KFfNxzjSNi7cL92lIbv,33500437,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/1713365/Safavieh_lrl1310b-28.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895393&Signature=39qrR%2Bym2pdwuBAMiqc9WYkpiWE%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33500437%2F1.jpg?alt=media&token=91fad426-c41d-4b4d-bda5-ddffe3259ff0,33500437,,Library link ok but library imageUrl still Ivy — use manifest
,products,0LT6FcqyUQOkQ6JloDQn,,,imageUrl,CALLA CHANDELIER,John Pomp,0LT6FcqyUQOkQ6JloDQn,51986759,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/28016561/f0j7n_190821_JohnPomp_201181_Final_V1.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895394&Signature=zJWhLRpdK8bOhBqhl9Qd3jQ6s28%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F51986759%2F1.jpeg?alt=media&token=a7dd1555-d95d-44d7-bce5-21785cea5952,51986759,,Library link ok but library imageUrl still Ivy — use manifest
,products,0MeQvcvNfD9iP9ahZotF,,,imageUrl,Against the GrainChevronic Charcoa,Phillip Jeffries,0MeQvcvNfD9iP9ahZotF,,ivy,https://ivy-uploads.s3-us-west-2.amazonaws.com/2426/image/201343565/4hcrt_1280_IKxWnVG3x7h31AWo.jpeg?X-Amz-Expires=100486&amp;X-Amz-Date=20260224T000000Z&amp;X-Amz-Algorithm=AWS4-HMAC-SHA256&amp;X-Amz-Credential=AKIARBESUJ5WRYNZ4NM3/20260224/us-west-2/s3/aws4_request&amp;X-Amz-SignedHeaders=host&amp;X-Amz-Signature=409c8aef5bf5c8a819dce7d75fab8996e78c5c758a89322d32a2ca3b5226118f,crosswalk,low,filename-fuzzy,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33491962%2F1.jpeg?alt=media&token=77b111a6-596f-4207-951d-c82c47884cc7,201343565,,Fuzzy filename — manual verify
,products,0O1EZLi84cZI1XlNHo33,,,imageUrl,TUSCANY BACKLESS BENCH,Kingsley Bates,0O1EZLi84cZI1XlNHo33,33490537,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/23031114/pwd0u_979445007prod.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895384&Signature=WfWLHQhoSSp1Ew7NTjr3kWwIsI8%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33490537%2F1.jpeg?alt=media&token=cc2a60ce-a1d2-4bdb-b740-7129b9c376c2,33490537,,Library link ok but library imageUrl still Ivy — use manifest
,products,0OEBPtfcYQ4SkwOg19sr,,,imageUrl,Fans and coral,Tideline,0OEBPtfcYQ4SkwOg19sr,33497834,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/16079791/Red_Seafan.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=hzEWZTuw041Pv7BbkaWM86cT%2FP4%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33497834%2F1.jpeg?alt=media&token=85c55387-aa58-4556-9736-e4bb476c6d67,33497834,,Library link ok but library imageUrl still Ivy — use manifest
,products,0OZPonKLZGQT16GhghAh,,,imageUrl,GABLE DRESSER,Universal Furniture,0OZPonKLZGQT16GhghAh,33495050,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/12671064/fzp75_847040_vm_002.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=ECLC5HkylbsfpNMsQ%2Fufy9oYICQ%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33495050%2F1.jpeg?alt=media&token=fa4deb9a-2159-48f7-91de-6039be4c39ea,33495050,,Library link ok but library imageUrl still Ivy — use manifest
,products,0Onqt7dHE6BpnRv1n4j9,,,imageUrl,Custom Bedside Table,Art N Design,0Onqt7dHE6BpnRv1n4j9,33499947,ivy,https://ivy-uploads.s3-us-west-2.amazonaws.com/2426/image/111344223/Master-_side_table_12.jpg?X-Amz-Expires=101344&amp;X-Amz-Date=20260224T000000Z&amp;X-Amz-Algorithm=AWS4-HMAC-SHA256&amp;X-Amz-Credential=AKIARBESUJ5WRYNZ4NM3/20260224/us-west-2/s3/aws4_request&amp;X-Amz-SignedHeaders=host&amp;X-Amz-Signature=55f791a160bfabc5adb8ef8077bec9800a24c991f0069937df8a5546c456d161,orphan,manual,no-match,,33499947,,Needs title/vendor crosswalk or Claude source table
,products,0PJDTBCvFhih7F7oTEZc,,,imageUrl,Hand Woven Chunky Loop Jute Natural Fibers,NU LOOM,0PJDTBCvFhih7F7oTEZc,33498022,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/516137/Hand_woven_chunky_loop.jpg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895391&Signature=pd%2F7a823MA8p%2FRZ9ejbkNMQGXms%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33498022%2F1.jpg?alt=media&token=1606d1ee-08e1-4d0b-bd39-ed12d4f74564,33498022,,Library link ok but library imageUrl still Ivy — use manifest
,products,0Pohl3FMW3dRjdcAY43P,,,imageUrl,HARRAS COFFEE TABLE,Dovetail,0Pohl3FMW3dRjdcAY43P,33494878,ivy,https://ivy-uploads.s3.us-west-2.amazonaws.com/2426/productImage/6344274/41cgp_BB106_M.jpeg?AWSAccessKeyId=AKIA2A2RLV6ZHJZOVAIO&Expires=1777895389&Signature=xkGciCDDfwSkwrCD8QUyFzF8tZw%3D,crosswalk,medium,libraryProductId+houzzId-manifest,https://firebasestorage.googleapis.com/v0/b/cch-design-boards.firebasestorage.app/o/houzz-products%2F33494878%2F1.jpeg?alt=media&token=6a9018d5-a3d6-4ebb-9a6e-62e3667ffb8f,33494878,,Library link ok but library imageUrl still Ivy — use manifest
